1	23	12492	4	
1	43	19557	1	
0	72	11525	4	
1	56	14767	4	
1	57	14826	4	
0	67	13449	4	
1	39	20487	1	
0	63	15540	3	
0	71	13085	0	
1	71	14441	4	
1	72	14304	4	
0	72	12252	4	
1	49	17390	2	
0	41	22210	1	
1	18	11694	4	
0	53	15044	3	
0	23	10749	4	
1	22	13137	3	
1	55	14849	4	
0	43	21348	1	
0	34	18969	2	
1	18	10787	4	
0	74	12346	3	
1	24	12905	4	
1	59	16361	2	
1	24	12389	4	
1	66	13699	3	
1	61	15478	2	
0	72	12263	3	
0	48	16781	2	
0	65	13996	3	
1	56	15022	3	
1	57	16480	2	
0	49	15118	2	
1	15	11186	0	
1	31	20742	1	
1	73	14265	4	
1	73	13663	3	
1	17	10987	3	
1	45	15964	1	
1	16	11763	4	
1	49	15884	1	
1	44	18667	2	
1	39	18649	2	
1	60	15723	3	
1	24	11546	4	
1	42	19688	2	
1	63	16910	2	
0	52	15818	2	
1	72	12118	3	
0	40	21486	2	
0	34	18347	1	
1	63	15444	2	
0	50	16718	2	
1	45	16186	3	
0	29	21442	2	
1	55	16580	2	
1	70	11661	4	
1	40	21546	1	
1	58	16623	1	
1	32	20189	1	
1	54	17106	2	
1	29	18434	1	
1	24	12820	4	
0	17	10974	4	
0	17	11297	4	
1	62	15276	2	
0	73	12674	4	
0	22	12582	4	
1	56	15779	3	
1	22	12336	4	
1	29	19945	1	
0	55	16751	2	
1	41	19145	1	
0	70	14359	4	
1	64	16067	1	
0	25	18930	2	
1	30	20980	2	
1	24	11587	4	
1	54	16089	1	
1	16	11616	4	
1	58	16769	2	
0	26	20736	2	
1	29	18083	2	
1	62	15469	2	
0	15	13168	4	
0	21	11523	3	
0	16	11567	4	
0	45	16536	2	
0	41	19022	2	
0	30	17710	2	
0	55	14391	3	
0	21	13278	3	
1	35	22396	2	
1	51	15791	1	
0	61	16524	2	
0	59	14327	3	
1	55	16831	2	
0	48	14504	4	
0	18	10785	4	
1	63	14021	3	
0	26	17697	2	
0	18	12613	4	
1	55	14696	4	
0	51	16624	2	
1	56	16248	2	
1	54	14566	3	
1	40	20493	3	
1	51	14918	4	
1	23	11295	4	
0	58	16141	1	
1	36	20430	1	
1	44	19213	3	
1	42	19999	1	
0	26	19954	1	
0	20	11149	4	
0	22	11972	4	
1	58	16079	2	
0	58	14388	3	
1	48	14568	3	
1	56	15857	1	
0	16	11609	4	
0	57	14505	3	
1	44	18871	1	
1	36	18867	2	
0	26	20836	1	
1	40	22411	1	
0	47	16856	2	
0	29	20315	1	
1	30	18717	2	
0	30	21004	1	
1	28	20394	1	
1	50	15233	3	
0	31	20759	1	
1	25	17894	1	
0	34	19534	2	
0	35	20165	1	
0	36	21496	1	
0	32	20758	1	
0	41	22458	1	
1	57	14894	4	
0	24	13478	4	
1	59	15426	1	
0	26	18048	1	
1	42	21525	2	
1	39	19615	1	
0	15	13300	4	
1	40	18870	1	
1	51	16524	1	
1	27	20245	1	
1	47	16418	2	
0	44	21757	2	
0	31	19847	2	
0	29	20282	1	
1	38	22094	1	
1	55	15374	2	
0	55	15603	2	
1	54	16993	2	
0	52	15751	1	
0	52	15550	2	
0	41	22273	1	
0	26	21412	1	
1	60	16660	1	
1	61	14901	3	
0	29	17943	1	
1	45	17154	1	
1	29	20745	2	
1	30	21381	1	
0	25	18329	2	
1	64	16881	2	
1	53	16308	2	
0	19	11372	4	
0	17	13279	4	
0	21	11015	3	
1	18	12926	4	
1	29	20749	1	
0	24	10807	4	
0	34	20066	1	
0	60	15750	2	
1	45	17112	1	
1	24	12383	4	
0	33	19172	2	
1	30	19852	1	
0	55	14803	3	
1	24	11344	4	
0	40	19165	1	
1	39	21161	1	
1	43	20096	1	
1	51	17059	2	
1	40	20021	1	
0	47	16651	1	
0	27	20601	2	
1	56	14434	3	
1	40	21567	1	
1	37	21563	1	
1	49	15005	3	
1	51	16313	1	
0	27	21042	2	
1	45	16774	2	
1	56	16776	1	
0	35	22346	1	
0	62	15172	2	
1	29	21048	2	
0	21	12050	4	
1	53	15995	2	
1	35	18714	2	
1	20	13145	4	
1	42	19516	2	
1	64	14545	3	
0	48	16608	1	
1	31	19011	2	
1	19	13292	4	
0	52	16266	2	
1	23	11542	3	
1	36	20219	2	
0	20	11084	4	
1	40	20861	1	
1	56	15209	3	
1	50	14800	3	
0	63	15099	2	
0	29	19975	1	
0	39	22170	2	
1	21	13178	3	
0	22	11943	3	
0	53	14697	4	
0	34	17524	1	
1	21	11019	4	
1	41	19580	1	
1	46	16387	2	
1	27	19463	1	
1	62	16076	1	
0	49	16021	1	
1	51	17129	1	
0	52	15998	3	
0	45	14842	4	
0	32	18858	2	
1	21	10740	3	
1	26	20001	1	
0	19	11531	4	
1	21	13155	3	
0	60	14827	4	
1	55	16638	2	
0	20	11887	3	
0	46	17305	1	
0	42	19606	2	
0	53	17238	1	
1	35	19631	2	
1	38	19585	2	
1	61	16363	2	
0	58	15323	1	
0	43	21472	1	
1	29	18683	1	
1	50	17397	1	
0	64	16433	2	
1	20	11403	3	
1	61	16032	2	
1	34	19582	1	
1	36	21298	2	
0	38	19796	1	
0	46	15660	3	
0	36	20995	1	
0	47	17403	2	
1	43	19633	1	
1	28	18807	2	
0	62	16855	1	
1	60	15559	3	
1	25	18994	1	
0	32	17875	1	
0	17	12094	3	
0	62	16875	2	
1	46	16881	3	
0	20	11499	4	
0	53	15449	2	
1	27	18878	1	
1	20	12804	4	
1	21	13409	4	
0	47	16437	1	
1	25	18287	1	
1	41	19819	1	
0	43	21750	2	
1	32	20596	1	
1	28	18196	2	
0	53	16133	2	
0	39	18914	2	
0	17	12464	4	
0	51	15499	2	
0	15	12852	4	
0	17	11543	0	
1	21	12798	4	
0	22	12160	3	
0	21	11715	4	
0	16	11157	4	
0	47	16183	2	
1	37	20065	2	
1	27	20559	2	
1	18	10669	4	
0	28	17926	1	
1	34	18651	2	
0	28	17843	1	
1	45	15194	2	
1	26	17907	2	
1	50	16163	2	
1	33	20789	1	
0	42	21148	1	
1	44	19098	1	
0	30	19099	1	
0	18	11269	3	
0	22	11793	4	
1	27	17562	1	
0	17	11420	4	
0	44	21436	2	
0	37	18585	2	
0	16	11104	3	
0	15	12989	4	
1	52	15619	2	
0	23	13417	3	
1	22	11955	0	
0	53	14866	4	
0	42	19552	1	
0	42	21577	1	
1	36	21203	1	
1	47	16281	2	
1	47	15708	2	
0	15	12093	4	
0	36	21589	1	
0	45	15417	2	
0	51	15170	2	
1	24	12915	3	
0	51	17226	2	
0	29	17932	2	
1	16	12442	4	
0	26	17841	1	
1	33	17905	2	
1	26	19022	2	
1	19	11545	4	
0	51	15290	2	
1	26	17825	1	
0	16	10801	3	
0	50	17282	1	
0	53	15438	2	
0	34	17697	1	
1	38	18686	1	
1	52	14920	0	
1	39	19027	1	
1	18	11339	4	
1	53	17043	2	
0	23	13457	4	
0	37	19756	1	
0	34	17611	2	
1	46	15701	3	
1	34	17558	1	
0	43	19031	2	
1	34	18661	2	
0	16	11459	3	
0	34	19906	1	
0	28	19644	2	
1	25	17604	1	
1	37	18684	2	
1	16	12938	4	
0	21	10690	3	
0	39	19978	1	
0	31	20741	1	
1	43	22206	1	
1	50	16034	2	
0	27	19087	1	
0	18	11052	0	
1	40	20072	2	
1	15	11715	4	
0	28	18286	2	
1	19	13030	3	
1	41	20955	2	
1	51	14677	4	
0	45	16299	2	
0	18	13432	3	
1	40	19331	1	
0	44	21553	2	
0	32	19342	1	
0	46	17067	1	
1	17	11895	4	
1	51	15169	2	
1	20	12594	0	
1	38	19071	2	
1	50	16684	2	
0	16	11307	4	
0	46	16944	1	
1	21	11985	4	
1	33	20191	1	
0	34	18200	2	
0	49	14659	3	
0	41	19035	1	
0	28	19024	2	
1	32	20058	1	
0	24	12407	4	
0	19	10559	4	
0	50	15972	2	
1	22	13260	4	
0	46	15776	3	
1	24	12345	3	
1	19	11241	3	
0	50	15728	2	
1	24	13092	4	
1	30	17580	2	
1	24	10944	4	
0	47	16752	2	
1	41	22240	1	
1	26	18842	1	
0	47	16576	2	
0	15	12609	3	
0	17	10771	4	
0	29	21345	1	
0	48	16533	2	
1	29	20016	2	
1	28	17618	1	
1	31	18770	1	
0	34	18667	1	
0	40	21986	3	
1	18	12470	4	
1	19	12375	4	
0	45	15446	2	
1	42	20639	2	
0	37	20765	1	
1	49	15520	2	
1	44	20465	1	
1	31	17520	2	
1	17	12192	3	
0	20	13001	4	
1	42	22255	1	
0	15	11036	3	
0	21	12240	4	
0	18	12406	4	
0	51	15336	3	
0	25	19439	1	
0	31	21349	1	
1	51	15903	3	
0	36	20403	2	
1	36	18633	1	
1	22	11848	3	
0	32	21477	1	
0	22	10633	4	
0	29	17531	2	
1	16	10799	4	
1	23	12848	4	
0	27	19436	2	
0	21	10607	4	
1	50	16259	2	
1	38	19541	1	
1	28	17927	1	
1	53	14700	3	
0	51	14514	3	
0	23	12545	3	
0	50	16700	2	
1	37	22194	1	
1	37	22311	2	
0	38	19590	2	
0	26	18998	2	
1	16	10940	3	
0	27	20489	1	
1	16	11893	4	
0	43	18955	1	
1	54	14562	3	
1	21	11739	4	
1	26	19263	1	
0	48	15716	2	
0	15	12825	4	
1	44	19009	2	
1	53	16772	1	
1	38	20487	1	
1	16	12070	4	
1	26	20943	1	
0	45	16475	1	
1	29	19597	2	
1	30	20821	1	
0	29	19262	1	
1	23	13425	4	
1	19	12597	3	
0	40	21615	1	
1	27	19949	2	
1	40	19908	2	
1	30	18712	1	
1	37	19889	3	
0	36	21290	2	
0	15	11790	4	
1	24	11232	4	
1	50	16816	2	
1	47	15947	3	
0	39	20468	1	
0	34	18240	2	
0	33	18867	1	
1	30	18616	1	
0	15	11591	4	
1	21	12561	4	
0	24	12684	4	
0	27	17515	1	
0	29	18725	1	
1	49	15109	1	
1	53	16947	1	
1	44	22345	1	
0	48	14704	3	
1	42	19982	1	
1	43	18575	1	
0	30	18181	2	
1	34	19712	1	
1	33	19969	2	
0	45	16383	2	
0	16	10518	3	
0	35	20540	3	
1	17	12800	3	
1	21	12204	4	
0	42	21109	1	
1	26	21165	1	
1	54	16378	2	
1	28	20569	1	
0	54	16711	1	
1	40	21211	1	
0	21	12492	3	
1	18	12636	3	
1	25	20791	2	
1	54	17379	1	
1	17	13257	4	
0	53	15743	3	
1	28	18892	1	
1	33	21417	1	
1	45	15502	2	
0	35	18780	2	
0	49	14641	3	
1	33	18200	1	
0	32	19874	1	
1	34	20941	1	
1	29	18205	2	
1	54	16448	1	
0	17	10548	4	
1	18	13399	4	
0	20	12420	4	
0	22	12189	4	
0	37	21687	1	
0	40	19353	2	
1	53	15637	2	
0	42	19593	1	
1	31	21226	1	
0	54	17189	1	
1	17	13119	4	
0	27	21498	1	
1	45	15593	2	
0	21	10536	4	
0	15	12216	3	
1	30	20259	1	
1	38	20126	2	
0	28	17976	1	
0	43	20935	2	
0	28	19753	2	
1	44	21269	1	
0	54	16416	1	
1	30	21177	1	
0	19	10966	4	
0	35	22032	1	
0	33	19979	2	
1	34	19778	2	
1	37	20701	2	
1	52	15968	1	
1	47	14699	4	
1	23	12520	4	
0	35	18547	1	
0	37	19249	1	
1	54	16637	2	
0	34	17509	1	
0	22	13244	4	
0	28	17906	2	
0	38	22493	2	
0	24	13447	4	
1	21	11439	3	
1	39	20467	1	
1	36	20441	1	
0	16	12781	4	
0	54	16942	2	
1	28	20083	1	
1	23	12934	4	
0	20	11931	4	
0	31	17966	1	
0	21	11130	3	
1	25	19537	1	
0	25	18640	1	
0	49	15017	2	
1	53	15785	1	
1	32	20628	1	
1	42	20253	1	
1	31	18732	1	
0	54	14848	3	
1	17	13104	4	
1	34	21053	2	
0	41	21298	2	
1	21	11701	3	
1	40	19471	1	
0	16	11267	4	
1	51	16769	1	
1	47	15877	2	
0	28	18414	1	
1	31	18441	2	
0	52	16134	2	
1	50	16011	1	
1	21	13053	3	
0	19	12780	4	
1	23	10829	4	
1	37	19371	1	
1	51	16775	2	
0	34	18339	1	
0	45	16180	2	
0	48	17352	1	
1	34	17895	1	
1	48	15019	2	
0	18	12946	3	
0	44	22249	2	
1	41	18624	1	
0	26	19921	1	
0	18	11444	4	
0	27	21408	1	
0	16	10622	3	
0	52	15859	1	
0	33	17615	1	
0	20	12652	4	
0	30	21194	1	
1	38	18716	1	
1	52	15038	3	
0	29	17922	1	
0	53	14989	3	
1	23	12044	4	
1	33	19526	2	
0	37	20323	1	
0	40	20532	2	
1	46	15188	3	
1	51	16332	2	
1	45	14778	3	
1	26	20908	1	
1	20	11802	4	
0	20	12729	4	
0	22	13497	4	
1	53	15637	2	
1	52	14935	3	
1	18	13042	4	
1	44	22374	1	
0	50	14525	3	
0	27	19482	1	
1	50	16549	2	
1	36	18521	2	
1	42	22248	1	
1	23	10757	3	
1	37	19559	1	
0	46	17303	2	
0	36	20137	1	
1	49	15935	3	
0	24	12562	0	
0	27	20538	2	
1	50	16936	2	
0	21	10642	3	
1	46	16983	2	
0	44	20765	1	
0	34	18360	1	
0	25	19527	1	
1	46	15036	3	
1	21	11004	4	
0	23	13286	4	
1	44	18554	2	
1	40	21030	1	
0	29	20803	1	
1	49	16016	1	
1	33	18944	1	
0	41	19952	2	
1	17	13078	3	
0	52	16027	2	
0	35	18878	1	
1	52	15704	2	
1	26	20812	1	
1	22	13023	4	
1	15	13290	4	
1	29	18396	1	
1	49	17365	2	
0	41	19332	2	
1	49	16277	2	
1	47	16777	2	
1	50	15284	2	
0	16	10567	4	
0	15	12523	3	
0	33	19656	1	
0	38	19261	1	
1	40	20694	1	
0	17	12993	3	
0	15	11816	4	
0	51	14656	3	
1	41	19710	2	
0	34	18928	2	
1	54	17287	2	
0	23	12822	4	
1	22	12114	4	
0	50	16627	3	
1	32	19869	1	
0	40	19113	2	
0	45	14690	3	
0	53	14917	3	
1	39	20447	2	
0	32	20134	2	
1	31	17585	1	
0	35	18881	1	
0	49	17256	1	
0	36	21761	1	
0	19	10892	3	
1	38	19514	1	
1	39	18895	2	
1	45	16012	2	
1	35	18767	1	
0	23	12922	4	
1	23	12925	4	
1	44	19565	1	
1	38	20636	1	
0	37	21630	1	
0	29	20596	1	
1	36	20956	2	
0	49	15089	1	
0	30	20492	2	
0	33	19002	1	
0	50	14778	3	
1	41	21445	2	
1	39	21969	1	
0	48	15168	2	
0	52	15484	3	
0	24	11764	3	
0	24	12035	3	
0	51	16497	3	
1	40	19530	2	
1	44	18679	1	
1	29	21097	1	
0	39	18674	1	
1	17	12819	4	
1	40	19150	1	
1	26	19649	2	
0	39	19435	1	
0	29	18860	2	
1	18	13452	3	
1	24	12631	4	
1	46	15678	2	
0	49	17422	2	
0	43	19473	1	
1	51	15717	3	
1	35	19655	2	
0	51	14963	4	
1	20	11475	4	
0	43	19545	1	
1	20	11470	3	
0	47	14804	4	
0	16	12582	4	
1	32	17989	1	
1	31	19953	1	
0	32	20415	1	
1	40	22443	1	
0	38	20970	1	
0	26	19263	1	
0	48	15165	1	
0	15	12075	4	
0	26	20417	2	
0	54	17224	1	
0	16	12772	4	
1	52	14608	3	
0	18	13089	3	
1	53	15090	2	
1	54	17412	1	
1	32	18054	1	
0	48	15084	2	
1	18	11387	4	
1	51	17109	2	
1	53	15624	2	
0	30	19977	1	
0	50	14679	3	
1	25	18254	2	
0	22	10564	4	
0	15	11586	4	
0	22	13140	4	
0	35	20354	1	
1	35	20753	1	
0	49	14838	4	
1	54	17387	1	
1	25	19870	2	
0	49	16698	2	
1	36	19972	1	
1	36	18902	1	
1	45	15907	2	
1	34	20180	1	
0	34	19539	1	
1	22	11639	3	
0	34	18959	1	
0	24	12443	4	
0	42	18548	2	
0	20	11511	4	
0	17	11290	4	
1	36	22207	2	
1	25	18322	1	
0	52	15460	3	
0	22	11932	4	
1	20	12945	4	
0	39	19766	1	
1	44	21757	1	
1	23	12390	4	
1	54	15191	2	
0	33	20876	1	
1	27	21399	2	
0	51	16185	2	
1	15	12498	3	
1	17	11099	4	
0	47	17103	2	
1	37	22163	2	
0	22	12057	4	
0	48	16310	1	
0	16	12160	4	
0	50	16285	2	
1	38	21420	1	
1	22	12662	4	
1	21	11601	4	
0	26	20644	2	
1	26	19879	1	
1	40	18566	1	
1	45	15396	2	
0	18	13396	4	
1	21	12037	3	
1	49	15467	2	
0	32	20317	2	
1	35	21124	1	
0	37	22174	1	
1	29	21200	2	
1	15	10617	3	
0	24	11500	4	
0	36	22487	2	
1	24	10698	3	
0	26	20893	1	
0	24	12103	4	
0	33	20125	1	
1	19	11424	3	
1	17	10699	4	
1	27	21337	2	
1	39	18607	1	
0	21	11093	3	
0	21	11045	4	
1	52	16739	2	
1	46	14968	4	
1	41	20707	1	
0	24	11803	4	
1	42	22470	2	
1	54	16573	2	
0	18	13309	4	
1	20	11367	4	
0	29	20754	2	
1	46	14847	4	
0	33	18751	1	
0	35	19228	1	
1	38	18537	1	
0	53	15649	3	
0	50	16584	2	
0	52	14807	3	
1	48	14854	4	
0	49	14859	4	
1	33	18741	1	
0	42	22288	2	
1	45	17149	1	
0	20	11039	4	
0	17	11522	3	
1	52	16110	1	
0	37	18989	2	
1	26	17642	1	
0	41	19184	2	
1	47	17368	3	
0	26	18770	1	
1	19	13432	0	
0	25	20543	2	
1	35	22188	2	
0	54	15564	2	
1	40	18536	1	
0	38	19522	1	
1	43	21116	1	
0	22	12169	4	
0	26	19475	1	
0	38	22267	2	
0	34	21300	2	
0	43	18820	1	
0	29	19319	2	
1	34	21370	1	
0	17	11036	3	
1	38	19607	1	
1	26	19885	1	
1	48	14737	3	
0	53	16478	2	
1	29	18898	2	
0	43	18835	2	
1	40	21993	3	
0	45	16803	2	
0	38	19080	2	
1	34	19364	1	
1	27	18490	2	
0	41	19421	1	
1	15	11518	4	
0	53	15586	2	
0	37	19831	1	
1	50	16716	2	
1	35	19233	2	
0	28	17929	2	
1	54	16329	2	
1	23	11880	4	
0	50	14712	3	
1	26	17714	1	
0	52	14531	4	
0	21	10513	4	
0	42	19643	1	
1	32	17820	2	
1	40	18589	1	
0	54	16706	2	
1	48	16891	2	
0	21	11535	3	
1	50	14951	3	
0	15	12233	4	
0	29	19331	1	
1	23	11361	4	
1	48	16044	2	
1	19	12112	4	
1	28	21168	1	
0	42	19622	2	
1	35	21361	1	
0	53	16224	1	
1	22	10868	4	
0	20	12349	4	
1	36	22071	1	
1	20	12957	3	
1	18	12141	4	
1	24	12935	4	
0	37	19908	2	
0	40	19947	1	
1	43	22328	2	
0	24	11749	3	
0	39	20555	1	
1	41	19739	1	
0	24	13102	3	
0	44	21780	1	
1	20	10765	4	
1	40	21094	1	
0	29	21042	2	
0	35	20861	2	
0	31	19752	1	
0	19	10974	3	
0	16	12250	3	
1	44	19627	2	
1	36	21149	1	
0	35	21520	2	
0	15	12410	4	
1	36	18756	1	
0	38	21657	2	
1	32	19597	1	
1	22	12230	4	
0	32	19061	1	
0	20	13129	3	
0	40	21420	2	
0	30	20467	1	
0	37	21728	2	
1	29	20458	1	
0	21	12774	4	
1	33	18341	1	
1	25	20286	2	
0	16	12027	3	
1	39	22200	2	
0	24	12820	4	
1	33	17579	1	
0	27	17912	2	
1	16	13024	0	
1	23	10788	3	
0	25	18004	1	
1	16	11516	4	
1	42	19051	1	
0	27	20574	1	
0	17	12422	3	
0	39	22486	2	
0	36	21216	1	
0	28	19580	1	
1	30	17565	1	
0	34	21092	1	
1	23	10691	4	
0	26	17709	1	
0	19	11895	3	
1	30	19175	2	
1	39	21432	1	
1	42	20245	2	
1	44	22282	2	
1	27	20852	1	
1	29	18434	1	
1	37	21532	2	
1	35	22193	1	
1	24	10940	4	
1	34	19201	2	
0	33	18369	1	
0	43	19292	1	
1	15	10567	4	
0	20	11740	4	
0	36	22219	1	
0	28	19576	1	
0	41	22385	1	
0	19	12558	3	
1	32	20745	2	
0	24	10516	3	
0	20	12065	3	
1	24	13326	3	
0	34	19725	1	
1	31	21191	3	
0	15	10587	4	
0	44	20104	2	
0	32	19335	1	
1	27	17508	1	
0	16	10870	4	
0	26	20623	1	
0	15	12148	4	
1	44	21527	1	
1	28	18497	2	
1	15	13456	3	
0	26	20850	2	
0	20	11852	3	
1	34	18839	1	
1	18	11740	3	
0	35	22477	1	
1	32	18472	2	
0	19	11384	4	
0	17	13312	4	
1	19	12623	3	
1	25	18820	2	
0	19	10693	4	
0	28	19212	1	
1	42	19334	2	
1	34	21326	1	
0	42	21650	2	
0	16	13339	3	
0	27	20511	2	
0	15	12546	3	
0	38	22099	2	
1	30	19319	1	
1	33	20620	2	
1	16	12610	4	
1	32	19466	2	
1	16	10752	3	
0	21	12783	0	
1	31	18633	2	
1	21	11031	4	
1	37	22272	1	
0	32	17508	1	
1	23	13108	4	
1	34	18971	1	
0	24	13327	4	
1	17	11590	4	
0	29	20049	2	
1	37	21512	1	
0	24	10891	4	
0	20	11877	4	
1	36	19912	1	
0	21	10908	4	
1	21	10777	4	
0	25	21480	2	
1	18	12594	4	
1	32	19049	2	
1	16	11820	4	
0	15	10863	3	
1	44	19191	1	
0	29	18296	1	
0	43	22150	2	
1	18	12885	4	
1	41	18744	1	
1	44	21487	1	
1	19	13379	3	
1	16	10747	3	
1	34	19975	1	
1	43	21728	1	
1	24	11743	4	
0	39	20250	1	
0	21	11978	3	
1	15	12253	4	
0	31	17845	1	
0	40	22064	2	
1	22	10782	4	
1	18	10562	4	
0	33	18092	1	
0	17	13440	3	
0	20	10695	3	
1	44	21227	2	
0	30	17627	1	
0	24	10941	4	
1	42	20927	2	
0	25	21462	2	
1	37	20702	1	
1	17	11556	4	
1	31	18588	2	
0	34	17963	1	
1	25	19737	1	
1	33	18206	1	
1	17	11685	3	
0	24	11188	0	
1	28	20925	1	
0	42	20985	1	
1	44	21396	1	
1	31	20490	2	
1	24	11837	4	
0	29	19634	1	
0	35	21089	1	
0	44	22377	1	
1	27	18627	1	
0	19	12164	4	
0	40	21601	2	
0	18	12656	4	
1	25	19904	1	
0	22	11299	0	
1	37	21903	1	
1	18	12174	3	
1	35	20146	1	
1	44	21977	2	
0	38	19273	2	
1	27	17638	1	
1	24	10991	4	
1	43	20582	1	
0	35	20889	1	
1	29	17500	1	
0	18	12961	3	
1	44	19285	2	
0	22	12619	4	
0	44	19544	2	
1	34	19698	1	
0	39	19126	1	
0	18	12459	3	
0	38	19622	2	
0	25	20118	2	
1	43	18614	2	
1	44	20087	2	
0	41	22404	2	
1	33	21427	2	
1	43	18950	2	
0	39	20375	1	
1	43	20320	1	
0	34	20048	2	
1	30	17542	1	
0	42	20940	2	
0	44	20483	2	
0	16	10981	4	
1	20	12169	4	
0	44	21698	1	
0	33	19624	1	
0	15	12868	4	
0	22	12596	4	
1	27	20510	2	
0	40	20981	2	
1	26	20097	2	
1	41	18807	1	
0	36	22299	1	
0	44	20416	2	
1	32	20738	1	
1	15	13211	4	
0	28	19491	1	
0	35	19169	1	
1	22	11402	4	
0	24	11473	3	
1	16	13498	4	
0	39	19885	2	
0	15	12641	4	
1	17	13426	0	
0	19	11400	4	
0	15	12335	4	
0	37	21152	3	
1	24	13241	4	
1	21	12916	4	
1	27	19564	1	
0	42	20691	2	
1	20	12619	3	
1	27	17673	1	
1	25	20553	1	
0	43	19604	1	
0	21	12141	4	
0	37	19346	1	
1	30	19813	1	
0	27	20576	2	
0	27	20854	2	
0	33	20367	1	
1	39	18694	2	
1	27	20622	2	
0	29	18699	2	
1	16	12376	4	
1	21	10772	4	
1	24	11162	3	
0	24	13421	3	
0	22	11713	4	
1	16	12830	4	
0	18	12954	3	
0	17	11120	4	
1	18	11091	4	
0	17	11047	0	
1	20	12419	4	
0	15	12546	4	
0	15	11145	4	
0	23	11758	4	
1	17	10647	4	
1	15	13254	4	
0	22	12636	3	
0	18	11712	4	
0	15	11852	4	
0	18	11774	4	
0	22	11782	4	
1	18	11735	4	
1	16	10624	4	
0	20	12695	4	
0	15	11207	4	
1	15	12309	3	
1	23	12472	4	
0	17	11375	4	
1	19	11669	3	
1	18	11597	4	
1	18	11750	3	
1	16	13371	4	
1	24	11104	4	
0	23	10807	4	
0	23	12110	4	
0	15	10755	4	
