1	1	9	18733	485	19218	30587	38797	30	15	27	3	13	2	78.84	62.83	50
1	1	10	10735	410	11145	17279	21710	36	18	33	3	16	2	79.59	64.5	50
1	1	11	3697	49	3746	4407	6004	23	10	18	5	8	2	73.4	85	43.48
1	1	12	3538	46	3584	4226	6067	18	7	17	1	7	0	69.66	84.81	38.89
1	2	1	92540	3468	96008	286636	401096	158	76	124	34	57	19	71.46	33.49	48.1
1	2	2	39182	1635	40817	100654	135692	51	30	42	9	26	4	74.18	40.55	58.82
1	2	3	60096	2214	62310	130299	175319	91	48	77	14	44	4	74.32	47.82	52.75
1	2	4	41928	1193	43121	96446	138727	52	26	52	0	26	0	69.52	44.71	50
1	2	5	34346	1378	35724	58800	81309	33	18	32	1	18	0	72.32	60.76	54.55
1	2	6	35503	1253	36756	67426	91875	64	27	54	10	23	4	73.39	54.51	42.19
1	2	7	5896	164	6060	8047	10611	23	10	19	4	8	2	75.84	75.31	43.48
1	2	8	109923	3801	113724	264745	361386	164	84	139	25	71	13	73.26	42.96	51.22
1	2	9	61994	2744	64738	149217	206471	76	46	54	22	33	13	72.27	43.39	60.53
1	2	10	51468	1255	52723	106097	148562	98	41	79	19	30	11	71.42	49.69	41.84
1	2	11	35665	1549	37214	83472	114266	50	30	39	11	23	7	73.05	44.58	60
1	2	12	24268	535	24803	36959	49576	52	23	46	6	20	3	74.55	67.11	44.23
1	2	13	25423	396	25819	44073	60831	51	23	44	7	21	2	72.45	58.58	45.1
1	3	1	35454	1465	36919	94829	137861	47	26	43	4	25	1	68.79	38.93	55.32
1	3	2	33078	1514	34592	69109	97089	52	25	49	3	24	1	71.18	50.05	48.08
1	3	3	15884	482	16366	27899	36012	39	19	36	3	17	2	77.47	58.66	48.72
1	3	4	16726	571	17297	24849	32431	44	21	39	5	19	2	76.62	69.61	47.73
1	3	5	31166	1252	32418	54655	75546	47	20	36	11	16	4	72.35	59.31	42.55
1	3	6	20945	956	21901	37727	52761	41	17	36	5	16	1	71.51	58.05	41.46
1	3	7	10920	284	11204	15991	20963	24	12	23	1	12	0	76.28	70.06	50
1	3	8	8866	222	9088	11575	14772	21	11	19	2	11	0	78.36	78.51	52.38
1	3	9	5390	437	5827	8017	10289	13	9	13	0	9	0	77.92	72.68	69.23
1	3	10	6993	286	7279	10806	13998	19	10	15	4	9	1	77.2	67.36	52.63
1	3	11	4008	198	4206	5007	6133	13	6	13	0	6	0	81.64	84	46.15
1	3	12	4692	84	4776	5991	8351	20	7	20	0	7	0	71.74	79.72	35
1	3	13	3114	61	3175	3705	4676	11	4	7	4	3	1	79.23	85.7	36.36
1	4	1	34961	1309	159477	68651	90826	56	28	53	3	25	3	75.59	52.83	50
1	4	2	24386	577	85840	36824	49016	50	25	49	1	25	0	75.13	67.79	50
1	4	3	20141	393	68599	30064	38535	52	24	49	3	23	1	78.02	68.3	46.15
1	4	4	32121	1455	133659	56315	77344	60	25	52	8	23	2	72.81	59.62	41.67
1	4	5	37139	1051	166662	70401	96261	70	32	63	7	30	2	73.14	54.25	45.71
1	4	6	20565	821	70278	30456	39822	43	23	35	8	20	3	76.48	70.22	53.49
1	4	7	10205	439	33178	14681	18497	18	11	18	0	11	0	79.37	72.5	61.11
1	4	8	9410	333	28777	12591	16186	28	12	27	1	11	1	77.79	77.38	42.86
1	4	9	16461	490	61123	26310	34813	40	19	37	3	18	1	75.58	64.43	47.5
1	4	10	10235	410	34845	15212	19633	20	10	20	0	10	0	77.48	69.98	50
1	4	11	6028	226	20237	8919	11318	21	9	18	3	9	0	78.8	70.12	42.86
1	4	12	7075	214	20977	9275	11702	19	8	19	0	8	0	79.26	78.59	42.11
1	4	13	9517	503	31234	13521	17713	17	7	15	2	6	1	76.33	74.11	41.18
1	4	14	5129	253	14408	6469	7939	21	9	21	0	9	0	81.48	83.2	42.86
1	4	15	8232	195	24468	10731	13737	19	9	17	2	8	1	78.12	78.53	47.37
1	4	16	4409	132	13290	5897	7393	17	8	15	2	7	1	79.76	77.01	47.06
1	4	17	3276	177	9316	4257	5059	12	7	12	0	7	0	84.15	81.11	58.33
1	4	18	4184	48	10641	4691	5950	23	8	21	2	8	0	78.84	90.22	34.78
1	5	1	84130	3284	87414	174671	237160	150	73	135	15	67	6	73.65	50.04	48.67
1	5	2	20649	908	21557	35152	46238	42	18	38	4	16	2	76.02	61.33	42.86
1	5	3	15013	609	15622	19625	24980	36	15	33	3	13	2	78.56	79.6	41.67
1	5	4	35647	1732	37379	63355	85364	43	29	39	4	26	3	74.22	59	67.44
1	5	5	23460	1179	24639	36785	49130	40	22	38	2	20	2	74.87	66.98	55
1	5	6	18197	888	19085	28783	38985	31	14	28	3	13	1	73.83	66.31	45.16
1	5	7	36334	1704	38038	67249	89624	62	32	52	10	28	4	75.03	56.56	51.61
1	5	8	8842	348	9190	12955	17081	15	8	14	1	8	0	75.84	70.94	53.33
1	5	9	16366	772	17138	26603	35942	22	14	20	2	12	2	74.02	64.42	63.64
1	5	10	48541	1785	50326	93177	125838	86	41	72	14	32	9	74.05	54.01	47.67
1	5	11	18685	446	19131	28042	36646	34	16	33	1	15	1	76.52	68.22	47.06
1	5	12	20175	619	20794	30055	39607	57	24	56	1	23	1	75.88	69.19	42.11
1	5	13	28176	1209	29385	41412	56260	50	25	46	4	22	3	73.61	70.96	50
1	5	14	19125	609	19734	26637	34565	45	22	42	3	22	0	77.06	74.08	48.89
1	5	15	17516	728	18244	27304	35410	37	20	34	3	19	1	77.11	66.82	54.05
1	5	16	19209	1064	20273	34205	44499	47	22	40	7	17	5	76.87	59.27	46.81
1	5	17	20098	897	20995	34116	45038	48	24	44	4	22	2	75.75	61.54	50
1	5	18	9947	398	10345	13554	16749	39	17	34	5	15	2	80.92	76.32	43.59
1	5	19	15098	665	15763	25274	33631	25	15	23	2	14	1	75.15	62.37	60
1	5	20	16046	855	16901	24810	31862	35	19	33	2	19	0	77.87	68.12	54.29
1	5	21	14731	549	15280	21968	28890	36	20	36	0	20	0	76.04	69.56	55.56
1	5	22	16148	565	16713	24457	32008	34	17	30	4	14	3	76.41	68.34	50
1	5	23	27118	1803	28921	41686	54479	46	27	44	2	25	2	76.52	69.38	58.7
1	5	24	19945	1258	21203	29025	36637	41	26	40	1	26	0	79.22	73.05	63.41
1	5	25	11854	411	12265	15563	19151	28	15	25	3	14	1	81.26	78.81	53.57
1	5	26	10002	269	10271	12882	16693	31	14	29	2	14	0	77.17	79.73	45.16
1	6	1	39532	1987	41519	78543	104670	63	34	53	10	28	6	75.04	52.86	53.97
1	6	2	32828	1251	34079	65090	85779	68	33	65	3	32	1	75.88	52.36	48.53
1	6	3	41598	1399	42997	75588	100294	63	27	55	8	24	3	75.37	56.88	42.86
1	6	4	25467	629	26096	45711	58826	64	28	59	5	26	2	77.71	57.09	43.75
1	6	5	7221	283	7504	9677	12103	20	11	18	2	10	1	79.96	77.54	55
1	6	6	20045	557	20602	32220	41603	53	23	50	3	22	1	77.45	63.94	43.4
1	6	7	10189	430	10619	15707	19376	22	13	22	0	13	0	81.06	67.61	59.09
1	6	8	8563	285	8848	13340	16405	31	18	29	2	16	2	81.32	66.33	58.06
1	6	9	9253	283	9536	13946	17411	27	13	25	2	13	0	80.1	68.38	48.15
1	6	10	11632	294	11926	16809	20964	29	13	28	1	13	0	80.18	70.95	44.83
1	6	11	11158	363	11521	16247	20383	40	19	37	3	18	1	79.71	70.91	45
1	6	12	9177	465	9642	12615	17360	40	14	35	5	12	2	72.67	76.43	35
1	6	13	8138	112	8250	11458	15650	43	15	34	9	13	2	73.21	72	34.88
1	7	1	39329	2033	41362	78910	106723	75	38	71	4	37	1	73.94	52.42	50.67
1	7	2	22727	770	23497	36262	47461	50	22	46	4	20	2	76.4	64.8	44
1	7	3	31634	944	32578	52546	70259	62	29	56	6	28	1	74.79	62	46.77
1	7	4	23034	1021	24055	36689	48954	47	27	40	7	22	5	74.95	65.56	57.45
1	7	5	15933	798	16731	23740	30730	31	17	27	4	13	4	77.25	70.48	54.84
1	7	6	20187	1104	21291	33642	43537	55	28	46	9	24	4	77.27	63.29	50.91
1	7	7	16969	757	17726	26626	34598	36	20	35	1	20	0	76.96	66.57	55.56
1	7	8	11851	328	12179	16883	21533	29	15	24	5	13	2	78.41	72.14	51.72
1	7	9	16509	522	17031	23844	30715	29	14	24	5	13	1	77.63	71.43	48.28
1	7	10	10022	286	10308	15456	20089	23	10	19	4	10	0	76.94	66.69	43.48
1	7	11	15333	736	16069	23617	30076	34	18	32	2	18	0	78.52	68.04	52.94
1	7	12	12974	394	13368	21847	27755	29	14	29	0	14	0	78.71	61.19	48.28
1	7	13	17883	646	18529	25912	35053	24	12	23	1	12	0	73.92	71.51	50
1	7	14	9300	333	9633	14024	17170	20	12	20	0	12	0	81.68	68.69	60
1	7	15	7692	428	8120	11524	14623	16	9	16	0	9	0	78.81	70.46	56.25
1	7	16	12227	361	12588	20400	26563	25	14	23	2	14	0	76.8	61.71	56
1	7	17	15827	873	16700	23926	29325	38	21	33	5	19	2	81.59	69.8	55.26
1	7	18	14671	821	15492	22474	27252	36	21	35	1	20	1	82.47	68.93	58.33
1	7	19	17859	389	18248	24988	29485	44	21	41	3	19	2	84.75	73.03	47.73
1	7	20	17145	580	17725	24079	30894	46	24	40	6	23	1	77.94	73.61	52.17
1	8	1	18775	865	62971	26761	36210	42	42	39	3	17	1	73.9	73.39	42.86
1	8	2	19874	633	77633	33307	44326	51	51	47	4	25	2	75.14	61.57	52.94
1	8	3	16152	881	55586	24762	30824	43	43	36	7	19	4	80.33	68.79	53.49
1	8	4	17174	893	60433	26451	33982	39	39	34	5	20	1	77.84	68.3	53.85
1	8	5	34768	724	127891	55098	72793	63	63	61	2	27	1	75.69	64.42	44.44
1	8	6	9772	354	29806	13243	16563	28	28	27	1	13	1	79.96	76.46	50
1	8	7	18981	670	61690	26695	34995	47	47	39	8	18	5	76.28	73.61	48.94
1	8	8	15562	599	48854	21964	26890	51	51	48	3	24	1	81.68	73.58	49.02
1	8	9	15983	780	51317	23093	28224	41	41	36	5	20	3	81.82	72.59	56.1
1	8	10	10685	692	39309	17692	21617	33	33	30	3	20	2	81.84	64.31	66.67
1	8	11	10661	242	31651	14246	17405	28	28	28	0	15	0	81.85	76.53	53.57
1	8	12	25931	1058	94065	41503	52562	51	51	47	4	25	1	78.96	65.03	50.98
1	8	13	18587	462	85175	37385	47790	46	46	41	5	21	1	78.23	50.95	47.83
1	8	14	22137	480	69711	30749	38962	53	53	49	4	21	3	78.92	73.55	45.28
1	8	15	10737	423	39572	17523	22049	34	34	32	2	18	0	79.47	63.69	52.94
1	8	16	5594	483	19442	7712	11730	18	10	10	0	10	0	65.75	78.8	55.56
1	8	17	3016	132	8251	3679	4572	10	10	9	1	5	0	80.47	85.57	50
1	8	18	3208	94	10989	4767	6222	26	26	25	1	12	0	76.62	69.27	46.15
1	9	1	66948	3344	375467	161853	213614	149	149	121	28	67	12	75.77	43.43	53.02
1	9	2	24085	629	98775	42806	55969	47	47	37	10	18	3	76.48	57.73	44.68
1	9	3	21891	391	87044	36810	50234	51	51	48	3	22	1	73.28	60.53	45.1
1	9	4	14633	536	54502	23332	31170	37	37	30	7	13	4	74.85	65.01	45.95
1	9	5	26289	1056	95541	41232	54309	55	55	54	1	30	0	75.92	66.32	54.55
1	9	6	14404	667	55438	24459	30979	27	27	25	2	16	0	78.95	61.62	59.26
1	9	7	6369	214	21216	9567	11649	14	14	13	1	7	0	82.13	68.81	50
1	9	8	12808	427	40641	17637	23004	25	25	22	3	11	0	76.67	75.04	44
1	9	9	11321	548	46464	20233	26231	24	24	23	1	14	0	77.13	58.66	58.33
1	9	10	13821	791	48928	21449	27479	23	23	19	4	9	3	78.06	68.12	52.17
1	9	11	15901	277	49148	21922	27226	39	39	34	5	15	4	80.52	73.8	48.72
1	9	12	11872	341	39848	17566	22282	36	36	33	3	13	1	78.83	69.53	38.89
1	9	13	26693	834	104169	45484	58685	54	54	50	4	22	1	77.51	60.52	42.59
1	9	14	11361	262	33404	14930	18474	32	32	27	5	14	1	80.82	77.85	46.88
1	9	15	6774	198	19848	8935	10913	17	17	17	0	7	0	81.87	78.03	41.18
1	9	16	14663	757	48330	21344	26986	29	29	25	4	14	1	79.09	72.25	51.72
1	9	17	19892	478	68947	29967	38980	30	30	27	3	15	0	76.88	67.97	50
1	9	18	8327	528	29190	11855	17335	15	15	14	1	8	0	68.39	74.69	53.33
1	9	19	11842	426	37771	16628	21143	25	25	21	4	8	2	78.65	73.78	40
1	9	20	7404	166	21536	9617	11919	23	23	19	4	8	2	80.69	78.71	43.48
1	9	21	12258	484	38972	17257	21715	24	24	20	4	11	1	79.47	73.84	50
1	9	22	6123	209	22643	10023	12620	17	17	11	6	5	3	79.42	63.17	47.06
1	9	23	5997	139	17953	7954	9999	29	29	24	5	10	1	79.55	77.14	37.93
1	9	24	4853	279	15659	6980	8679	12	12	8	4	5	3	80.42	73.52	66.67
1	9	25	3770	113	11045	4865	6180	11	11	11	0	4	0	78.72	79.82	36.36
1	9	26	4898	60	13406	5850	7556	21	21	17	4	8	2	77.42	84.75	47.62
1	9	27	2214	34	5375	2460	2915	14	14	13	1	5	1	84.39	91.38	42.86
1	9	28	4046	223	11709	5172	6537	12	12	12	0	6	0	79.12	82.54	50
1	9	29	3169	91	8990	3868	5122	10	10	8	2	5	1	75.52	84.28	60
1	9	30	4536	162	13799	5916	7883	15	15	13	2	7	0	75.05	79.41	46.67
1	9	31	3012	133	8511	3645	4866	10	10	9	1	6	0	74.91	86.28	60
1	9	32	3068	110	8826	3843	4983	17	17	16	1	8	0	77.12	82.7	47.06
1	9	33	3079	37	9027	4023	5004	14	14	12	2	5	1	80.4	77.45	42.86
1	10	1	40395	1775	42170	80569	109576	99	46	82	17	38	8	73.53	52.34	46.46
1	10	2	7256	444	7700	12761	15984	20	8	18	2	8	0	79.84	60.34	40
1	10	3	4538	257	4795	7550	9849	12	7	10	2	6	1	76.66	63.51	58.33
1	10	4	9199	252	9451	14569	18379	36	13	33	3	13	0	79.27	64.87	36.11
1	10	5	4306	85	4391	6938	8676	15	7	15	0	7	0	79.97	63.29	46.67
1	10	6	4552	164	4716	7405	9356	21	10	17	4	8	2	79.15	63.69	47.62
1	10	7	4965	79	5044	7954	9523	18	7	17	1	7	0	83.52	63.41	38.89
1	10	8	4248	54	4302	7050	8477	18	6	16	2	6	0	83.17	61.02	33.33
1	10	9	6697	130	6827	9521	12094	23	9	21	2	8	1	78.72	71.7	39.13
1	10	10	4059	102	4161	5684	7160	9	5	8	1	4	1	79.39	73.21	55.56
1	10	11	1802	116	1918	2648	3331	5	3	5	0	3	0	79.5	72.43	60
1	10	12	2109	61	2170	3194	4535	14	6	11	3	5	1	70.43	67.94	42.86
1	10	13	2027	143	2170	2760	3621	9	5	8	1	5	0	76.22	78.62	55.56
1	10	14	2290	45	2335	2733	3526	9	5	9	0	5	0	77.51	85.44	55.56
1	10	15	2567	22	2589	3282	4103	17	6	15	2	4	2	79.99	78.88	35.29
1	10	16	2172	78	2250	3183	4307	18	4	16	2	3	1	73.9	70.69	22.22
1	11	1	29812	1816	31628	79549	109945	74	45	59	15	35	10	72.35	39.76	60.81
1	11	2	7039	218	7257	9853	12174	24	12	22	2	10	2	80.93	73.65	50
1	11	3	11912	466	12378	21325	27279	39	15	35	4	13	2	78.17	58.04	38.46
1	11	4	7457	627	8084	15472	20324	19	8	18	1	7	1	76.13	52.25	42.11
1	11	5	21797	1012	22809	61889	79445	38	18	33	5	16	2	77.9	36.85	47.37
1	11	6	9803	142	9945	15069	18908	45	15	37	8	11	4	79.7	66	33.33
1	11	7	7409	133	7542	11525	14271	48	14	40	8	12	2	80.76	65.44	29.17
1	11	8	3026	147	3173	4346	5135	11	5	10	1	5	0	84.63	73.01	45.45
1	11	9	6505	138	6643	10352	13086	30	11	28	2	10	1	79.11	64.17	36.67
1	11	10	5896	137	6033	9528	11869	28	13	27	1	12	1	80.28	63.32	46.43
1	11	11	8009	149	8158	10390	15107	24	9	15	9	6	3	68.78	78.52	37.5
1	11	12	3535	61	3596	4884	7001	21	6	16	5	4	2	69.76	73.63	28.57
1	11	13	2960	229	3189	4722	6420	13	6	5	8	1	5	73.55	67.53	46.15
1	12	1	22198	1357	23555	43313	56435	66	33	59	7	29	4	76.75	54.38	50
1	12	2	7513	295	7808	10930	13520	42	22	41	1	22	0	80.84	71.44	52.38
1	12	3	5104	245	5349	7712	9458	30	15	28	2	13	2	81.54	69.36	50
1	12	4	4085	367	4452	6878	8483	17	11	17	0	11	0	81.08	64.73	64.71
1	12	5	2437	105	2542	3908	4743	17	9	14	3	7	2	82.4	65.05	52.94
1	12	6	1797	268	2065	2891	3571	9	6	6	3	4	2	80.96	71.43	66.67
2	1	1	8571	618	9189	24780	31563	15	8	15	0	8	0	78.51	37.08	53.33
2	1	2	6830	274	7104	16384	20467	19	8	17	2	7	1	80.05	43.36	42.11
2	1	3	5140	108	5248	11959	14851	20	8	20	0	8	0	80.53	43.88	40
2	1	4	5599	197	5796	14055	17836	15	6	14	1	6	0	78.8	41.24	40
2	1	5	4195	99	4294	7142	8580	10	5	9	1	5	0	83.24	60.12	50
2	1	6	297	0	297	361	506	4	2	3	1	2	0	71.34	82.27	50
2	2	1	2902	103	3005	4604	5939	17	9	13	4	5	4	77.52	65.27	52.94
2	2	2	1051	35	1086	1393	1755	9	6	8	1	6	0	79.37	77.96	66.67
2	2	3	400	44	444	973	1166	6	5	3	3	3	2	83.45	45.63	83.33
2	2	4	666	7	673	832	1059	4	2	4	0	2	0	78.56	80.89	50
1	13	1	17444	248	17692	44093	56247	46	26	39	7	23	3	78.39	40.12	56.52
1	13	2	14230	132	14362	40488	51650	32	20	22	10	17	3	78.39	35.47	62.5
1	13	3	15751	219	15970	38035	50400	52	29	42	10	25	4	75.47	41.99	55.77
1	13	4	18527	263	18790	40304	51574	50	24	36	14	19	5	78.15	46.62	48
1	13	5	22372	276	22648	63764	84859	47	25	37	10	23	2	75.14	35.52	53.19
1	13	6	10785	131	10916	28680	38095	30	13	23	7	11	2	75.29	38.06	43.33
1	13	7	18174	244	18418	42261	55496	39	20	34	5	19	1	76.15	43.58	51.28
1	14	1	38765	544	332798	136682	196116	90	90	82	8	49	3	69.69	28.76	57.78
1	14	2	35002	453	252308	107373	144935	84	84	76	8	40	4	74.08	33.02	52.38
1	14	3	20599	305	126150	53817	72333	40	40	37	3	22	2	74.4	38.84	60
1	15	1	34714	354	35068	92825	126289	87	39	61	26	33	6	73.5	37.78	44.83
1	15	2	47426	482	47908	107863	147482	113	45	89	24	36	9	73.14	44.42	39.82
